Sample in Buffer,Sample in Window,TRIGGER,DMA_Custom/wr_index[2:0],DMA_Custom/Pose_Wr_Rst_Sync,DMA_Custom/w_brust_cnt[7:0],DMA_Custom/m_axi_awaddr[31:0],DMA_Custom/rd_index[2:0],DMA_Custom/m_axi_araddr[31:0],DMA_Custom/rd_base_addr[31:0],DMA_Custom/Rd_Rst_Sync_1,DMA_Custom/r_Rd_Rst_Sync[2:0],DMA_Custom/Ar_running,DMA_Custom/Aw_running,DMA_Custom/<const0>_1,DMA_Custom/<const0>_2,DMA_Custom/<const0>_3,DMA_Custom/<const0>_4,DMA_Custom/<const0>_5,DMA_Custom/<const0>_6,DMA_Custom/<const0>_7,DMA_Custom/Rd_Rst_Sync,DMA_Custom/<const0>_8,DMA_Custom/<const0>_9,DMA_Custom/<const0>_10,DMA_Custom/<const0>_11,DMA_Custom/<const0>_12,DMA_Custom/<const0>_13,DMA_Custom/<const0>
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,UNSIGNED,HEX,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
209,81,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,82,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,83,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,84,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,85,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,86,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,87,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,88,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,89,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,90,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,91,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,92,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,93,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,94,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,95,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,96,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,97,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,98,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,99,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,100,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,101,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,102,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,103,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,104,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,105,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,106,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,107,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,108,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,109,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,110,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,111,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,112,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,113,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,114,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,115,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,116,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,117,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,118,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,119,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,120,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,121,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,122,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,123,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,124,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,125,0,1,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,126,0,1,1,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,127,1,2,0,00,4139520,3,10053120,8294400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,0,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
257,1,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
258,2,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
259,3,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
260,4,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
261,5,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
262,6,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
263,7,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
264,8,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
265,9,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
266,10,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
267,11,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
268,12,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
269,13,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
270,14,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
271,15,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
272,16,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
273,17,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
274,18,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
275,19,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
276,20,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
277,21,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
278,22,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
279,23,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
280,24,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
281,25,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
282,26,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
283,27,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
284,28,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
285,29,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
286,30,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
287,31,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
288,32,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
289,33,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
290,34,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
291,35,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
292,36,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
293,37,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
294,38,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
295,39,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
296,40,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
297,41,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
298,42,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
299,43,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
300,44,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
301,45,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
302,46,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
303,47,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
304,48,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
305,49,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
306,50,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
307,51,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
308,52,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
309,53,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
310,54,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
311,55,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
312,56,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
313,57,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
314,58,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
315,59,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
316,60,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
317,61,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
318,62,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
319,63,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
320,64,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
321,65,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
322,66,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
323,67,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
324,68,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
325,69,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
326,70,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
327,71,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
328,72,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
329,73,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
330,74,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
331,75,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
332,76,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
333,77,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
334,78,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
335,79,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
336,80,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
337,81,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
338,82,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
339,83,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
340,84,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
341,85,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
342,86,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
343,87,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
344,88,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
345,89,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
346,90,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
347,91,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
348,92,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
349,93,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
350,94,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
351,95,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
352,96,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
353,97,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
354,98,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
355,99,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
356,100,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
357,101,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
358,102,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
359,103,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
360,104,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
361,105,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
362,106,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
363,107,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
364,108,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
365,109,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
366,110,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
367,111,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
368,112,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
369,113,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
370,114,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
371,115,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
372,116,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
373,117,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
374,118,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
375,119,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
376,120,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
377,121,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
378,122,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
379,123,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
380,124,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
381,125,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
382,126,0,2,0,00,5710080,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
383,127,1,2,0,00,5710080,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,0,0,2,0,00,8290560,1,3920640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,1,0,2,0,00,8290560,1,3920640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,2,0,2,0,00,8290560,1,3920640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,3,0,2,0,00,8290560,1,3920640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,4,0,2,0,00,8290560,1,3920640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,5,0,2,0,00,8290560,1,3920640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,6,0,2,0,00,8290560,1,3920640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,7,0,2,0,00,8290560,1,3920640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,8,0,2,0,00,8290560,1,3920640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393,9,0,2,0,00,8290560,1,3920640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,10,0,2,0,00,8290560,1,3920640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,11,0,2,0,00,8290560,1,3920640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,12,0,2,0,00,8290560,1,3920640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,13,0,2,0,00,8290560,1,3920640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,14,0,2,0,00,8290560,1,3920640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,15,0,2,0,00,8290560,1,3920640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,16,0,2,0,00,8290560,1,3920640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,17,0,2,0,00,8290560,1,3920640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,18,0,2,0,00,8290560,1,3920640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,19,0,2,0,00,8290560,1,3920640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,20,0,2,0,00,8290560,1,3920640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,21,0,2,0,00,8290560,1,3920640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,22,0,2,0,00,8290560,1,3920640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407,23,0,2,0,00,8290560,1,3920640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,24,0,2,0,00,8290560,1,3920640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,25,0,2,0,00,8290560,1,3920640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,26,0,2,0,00,8290560,1,3920640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,27,0,2,0,00,8290560,1,3920640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,28,0,2,0,00,8290560,1,3920640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,29,0,2,0,00,8290560,1,3920640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,30,0,2,0,00,8290560,1,3920640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,31,0,2,0,00,8290560,1,3920640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,32,0,2,0,00,8290560,1,3920640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,33,0,2,0,00,8290560,1,3920640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,34,0,2,0,00,8290560,1,3920640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,35,0,2,0,00,8290560,1,3920640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,36,0,2,0,00,8290560,1,3920640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,37,0,2,0,00,8290560,1,3920640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,38,0,2,0,00,8290560,1,3920640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,39,0,2,0,00,8290560,1,3920640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,40,0,2,0,00,8290560,1,3920640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,41,0,2,0,00,8290560,1,3920640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,42,0,2,0,00,8290560,1,3920640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
